8.44
8.02
9.67
9.06
8.41
8.20
9.08
8.26
8.02
8.91
8.09
9.34
8.78
8.66
8.79
8.25
8.56
8.24
8.37
8.40

ack
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
4.62
3.32
7.09
10.03
8.96
10.07
8.66
8.57
8.08
9.16
8.84
8.88
8.40
9.17
9.64
8.73
8.47
7.11
9.28
8.65
8.57
9.33
8.70
8.28
8.97
8.88
7.32
9.81
8.89
8.39
7.66
8.18
8.01
9.15
10.79
7.79
8.33
8.21
6.89
