0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
ack
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.17
7.17
9.51
8.03
8.00
9.58
9.35
8.16
8.27
8.37
9.09
9.35
9.07
7.93
8.00
7.82
8.87
9.40
8.95
8.45
8.04
9.16
7.09
9.46
9.94
9.75
7.44
7.84
8.89
8.02
9.34
9.26
8.96
8.20
7.37
7.99
9.80
8.89
8.17
